iter	Passed	Remaining
521	23608	66846
522	23657	66810
523	23707	66780
524	23757	66746
525	23807	66716
526	23858	66686
527	23908	66653
528	23954	66611
529	24002	66574
530	24053	66544
531	24103	66509
532	24155	66485
533	24205	66452
534	24251	66408
535	24301	66374
536	24352	66346
537	24402	66313
538	24450	66275
539	24502	66247
540	24544	66194
541	24588	66143
542	24641	66119
543	24683	66064
544	24730	66022
545	24773	65971
546	24828	65951
547	24888	65944
548	24936	65906
549	24989	65881
550	25041	65853
551	25093	65825
552	25145	65795
553	25190	65750
554	25247	65735
555	25297	65700
556	25350	65675
557	25403	65649
558	25451	65609
559	25500	65573
560	25550	65537
561	25603	65511
562	25662	65501
563	25700	65437
564	25739	65374
565	25784	65326
566	25828	65277
567	25865	65210
568	25904	65149
569	25939	65076
570	25977	65013
571	26016	64949
572	26054	64886
573	26091	64819
574	26128	64752
575	26164	64685
576	26199	64614
577	26237	64550
578	26276	64487
579	26317	64432
580	26352	64362
581	26389	64297
582	26432	64244
583	26468	64177
584	26509	64122
585	26547	64059
586	26584	63993
587	26628	63944
588	26666	63883
589	26706	63823
590	26747	63767
591	26782	63697
592	26816	63626
593	26862	63584
594	26901	63523
595	26942	63468
596	26979	63403
597	27014	63334
598	27053	63276
599	27096	63224
600	27132	63159
601	27175	63107
602	27214	63050
603	27253	62989
604	27292	62931
605	27331	62871
606	27368	62808
607	27404	62742
608	27444	62685
609	27480	62619
610	27514	62550
611	27554	62493
612	27598	62446
613	27639	62391
614	27679	62336
615	27721	62283
616	27758	62219
617	27799	62166
618	27841	62114
619	27875	62046
620	27917	61994
621	27954	61930
622	27992	61871
623	28029	61808
624	28065	61744
625	28100	61677
626	28138	61618
627	28176	61556
628	28219	61508
629	28259	61452
630	28298	61395
631	28337	61337
632	28374	61276
633	28414	61220
634	28456	61170
635	28495	61113
636	28536	61059
637	28575	61002
638	28613	60944
639	28651	60884
640	28690	60828
641	28726	60763
642	28761	60699
643	28805	60652
644	28840	60586
645	28879	60531
646	28919	60477
647	28954	60411
648	28997	60362
649	29037	60307
650	29077	60255
651	29114	60194
652	29149	60129
653	29184	60063
654	29224	60010
655	29259	59946
656	29301	59897
657	29341	59842
658	29380	59786
659	29418	59727
660	29452	59662
661	29486	59597
662	29525	59541
663	29564	59486
664	29604	59431
665	29641	59372
666	29680	59317
667	29719	59261
668	29752	59193
669	29791	59137
670	29824	59072
671	29858	59005
672	29894	58944
673	29930	58884
674	29965	58820
675	30003	58763
676	30043	58710
677	30083	58657
678	30120	58599
679	30161	58548
680	30199	58492
681	30235	58431
682	30279	58385
683	30316	58327
684	30356	58275
685	30397	58225
686	30439	58175
687	30482	58130
688	30522	58076
689	30562	58023
690	30606	57980
691	30648	57930
692	30682	57867
693	30725	57821
694	30759	57757
695	30798	57703
696	30844	57661
697	30884	57609
698	30919	57547
699	30959	57496
700	30994	57435
701	31032	57379
702	31066	57315
703	31107	57265
704	31155	57229
705	31195	57176
706	31236	57127
707	31275	57072
708	31316	57023
709	31354	56967
710	31394	56916
711	31436	56867
712	31470	56805
713	31512	56758
714	31552	56705
715	31593	56657
716	31635	56608
717	31677	56561
718	31711	56499
719	31752	56449
720	31790	56393
721	31823	56330
722	31869	56289
723	31904	56229
724	31946	56182
725	31989	56135
726	32023	56074
727	32058	56015
728	32098	55963
729	32138	55912
730	32176	55857
731	32217	55808
732	32259	55760
733	32302	55714
734	32336	55654
735	32383	55615
736	32425	55567
737	32461	55510
738	32496	55450
739	32536	55399
740	32576	55348
741	32617	55300
742	32655	55246
743	32697	55199
744	32737	55147
745	32776	55096
746	32820	55053
747	32866	55012
748	32907	54962
749	32948	54914
750	32986	54860
751	33023	54804
752	33057	54745
753	33091	54684
754	33132	54635
755	33168	54578
756	33209	54529
757	33258	54493
758	33300	54448
759	33336	54391
760	33375	54339
761	33413	54286
762	33451	54232
763	33488	54178
764	33526	54124
765	33563	54069
766	33621	54048
767	33672	54016
768	33723	53984
769	33775	53952
770	33824	53917
771	33869	53875
772	33919	53841
773	33972	53811
774	34018	53771
775	34065	53732
776	34116	53700
777	34166	53664
778	34207	53616
779	34252	53574
780	34304	53543
781	34356	53511
782	34408	53479
783	34453	53438
784	34509	53413
785	34562	53382
786	34614	53351
787	34663	53314
788	34712	53279
789	34751	53226
790	34794	53181
791	34866	53179
792	34920	53150
793	34968	53112
794	35019	53079
795	35078	53058
796	35122	53014
797	35176	52984
798	35230	52955
799	35291	52936
800	35346	52909
801	35401	52881
802	35459	52857
803	35509	52822
804	35564	52794
805	35613	52757
806	35647	52698
807	35692	52654
808	35731	52603
809	35774	52557
810	35812	52504
811	35853	52455
812	35891	52402
813	35929	52348
814	35968	52298
815	36006	52245
816	36040	52185
817	36078	52133
818	36119	52083
819	36153	52026
820	36194	51976
821	36235	51928
822	36276	51879
823	36310	51822
824	36348	51769
825	36389	51720
826	36425	51665
827	36465	51616
828	36499	51556
829	36538	51506
830	36580	51458
831	36622	51412
832	36657	51355
833	36690	51296
834	36733	51250
835	36772	51200
836	36808	51145
837	36846	51093
838	36886	51043
839	36927	50995
840	36975	50956
841	37018	50911
842	37057	50861
843	37099	50813
844	37133	50756
845	37173	50707
846	37207	50649
847	37248	50602
848	37287	50551
849	37322	50494
850	37357	50438
851	37397	50389
852	37435	50337
853	37475	50288
854	37515	50239
855	37549	50183
856	37588	50132
857	37627	50082
858	37670	50037
859	37707	49984
860	37742	49928
861	37781	49878
862	37822	49831
863	37862	49781
864	37902	49733
865	37942	49684
866	37981	49634
867	38018	49582
868	38053	49526
869	38098	49484
870	38137	49434
871	38171	49377
872	38209	49326
873	38248	49277
874	38289	49228
875	38330	49182
876	38370	49134
877	38412	49087
878	38453	49040
879	38493	48991
880	38529	48937
881	38571	48892
882	38611	48844
883	38651	48795
884	38692	48748
885	38727	48693
886	38767	48645
887	38806	48595
888	38844	48545
889	38884	48495
890	38926	48450
891	38962	48397
892	38996	48341
893	39034	48291
894	39077	48246
895	39116	48197
896	39158	48151
897	39197	48102
898	39240	48057
899	39277	48005
900	39311	47949
901	39349	47900
902	39389	47852
903	39422	47795
904	39464	47749
905	39505	47702
906	39540	47648
907	39579	47599
908	39619	47552
909	39657	47501
910	39696	47452
911	39735	47404
912	39777	47358
913	39817	47310
914	39859	47265
915	39903	47221
916	39937	47167
917	39971	47112
918	40010	47063
919	40047	47012
920	40089	46966
921	40128	46918
922	40170	46872
923	40210	46824
924	40252	46780
925	40292	46732
926	40327	46679
927	40362	46625
928	40395	46570
929	40437	46524
930	40474	46473
931	40512	46424
932	40557	46382
933	40596	46333
934	40638	46288
935	40674	46236
936	40708	46182
937	40753	46140
938	40789	46088
939	40824	46035
940	40859	45983
941	40901	45938
942	40942	45892
943	40987	45849
944	41021	45796
945	41060	45748
946	41102	45703
947	41137	45650
948	41172	45597
949	41208	45546
950	41251	45502
951	41292	45456
952	41333	45410
953	41370	45359
954	41407	45309
955	41445	45260
956	41482	45210
957	41520	45160
958	41560	45113
959	41601	45068
960	41636	45015
961	41676	44969
962	41716	44921
963	41752	44870
964	41794	44826
965	41835	44780
966	41869	44727
967	41912	44683
968	41951	44635
969	41984	44581
970	42019	44529
971	42057	44480
972	42094	44430
973	42132	44381
974	42177	44340
975	42216	44292
976	42251	44240
977	42288	44191
978	42324	44140
979	42363	44092
980	42403	44045
981	42443	43999
982	42480	43950
983	42516	43899
984	42559	43855
985	42596	43806
986	42635	43759
987	42669	43706
988	42704	43654
989	42747	43611
990	42785	43562
991	42827	43518
992	42865	43470
993	42902	43420
994	42940	43371
995	42982	43328
996	43031	43290
997	43075	43247
998	43113	43199
999	43153	43153
1000	43198	43112
1001	43237	43064
1002	43278	43019
1003	43319	42974
1004	43362	42931
1005	43405	42887
1006	43457	42852
1007	43502	42811
1008	43556	42779
1009	43608	42745
1010	43664	42714
1011	43721	42684
1012	43781	42657
1013	43844	42633
1014	43897	42599
1015	43953	42569
1016	44012	42541
1017	44091	42531
1018	44153	42507
1019	44200	42467
1020	44263	42442
1021	44317	42409
1022	44370	42375
1023	44423	42340
1024	44472	42302
1025	44523	42266
1026	44578	42234
1027	44628	42196
1028	44679	42161
1029	44740	42133
1030	44796	42102
1031	44846	42065
1032	44906	42037
1033	44959	42002
1034	45011	41967
1035	45060	41928
1036	45117	41897
1037	45171	41863
1038	45219	41824
1039	45274	41791
1040	45326	41755
1041	45375	41717
1042	45428	41682
1043	45483	41649
1044	45538	41616
1045	45588	41579
1046	45629	41533
1047	45672	41488
1048	45713	41442
1049	45759	41401
1050	45813	41367
1051	45866	41332
1052	45925	41302
1053	45974	41264
1054	46030	41230
1055	46080	41193
1056	46117	41143
1057	46158	41097
1058	46199	41051
1059	46239	41004
1060	46282	40960
1061	46324	40915
1062	46373	40876
1063	46422	40837
1064	46478	40805
1065	46532	40770
1066	46581	40731
1067	46634	40695
1068	46684	40657
1069	46727	40613
1070	46776	40574
1071	46822	40533
1072	46874	40496
1073	46925	40458
1074	46993	40435
1075	47055	40408
1076	47112	40376
1077	47176	40349
1078	47236	40319
1079	47286	40280
1080	47347	40252
1081	47401	40216
1082	47449	40176
1083	47495	40134
1084	47541	40092
1085	47585	40049
1086	47631	40006
1087	47677	39965
1088	47720	39920
1089	47769	39881
1090	47817	39840
1091	47861	39796
1092	47900	39748
1093	47945	39706
1094	47983	39657
1095	48024	39611
1096	48068	39567
1097	48107	39519
1098	48152	39477
1099	48191	39429
1100	48245	39393
1101	48289	39350
1102	48332	39305
1103	48371	39258
1104	48418	39216
1105	48460	39171
1106	48504	39127
1107	48548	39084
1108	48591	39039
1109	48640	39000
1110	48689	38960
1111	48731	38915
1112	48769	38866
1113	48813	38822
1114	48858	38780
1115	48905	38738
1116	48949	38695
1117	48991	38650
1118	49032	38603
1119	49071	38555
1120	49111	38509
1121	49156	38466
1122	49196	38419
1123	49242	38377
1124	49286	38333
1125	49327	38287
1126	49371	38244
1127	49411	38197
1128	49455	38153
1129	49494	38106
1130	49535	38060
1131	49583	38020
1132	49622	37972
1133	49665	37927
1134	49706	37882
1135	49750	37838
1136	49796	37796
1137	49838	37751
1138	49883	37707
1139	49923	37661
1140	49967	37618
1141	50014	37576
1142	50063	37536
1143	50110	37495
1144	50154	37451
1145	50200	37409
1146	50244	37365
1147	50294	37326
1148	50338	37282
1149	50387	37242
1150	50425	37195
1151	50468	37150
1152	50516	37109
1153	50562	37067
1154	50609	37026
1155	50652	36981
1156	50697	36938
1157	50736	36891
1158	50781	36848
1159	50821	36801
1160	50868	36760
1161	50912	36716
1162	50955	36672
1163	50999	36628
1164	51054	36592
1165	51096	36547
1166	51138	36502
1167	51176	36454
1168	51215	36407
1169	51256	36361
1170	51307	36322
1171	51352	36279
1172	51398	36237
1173	51445	36196
1174	51487	36150
1175	51528	36104
1176	51566	36056
1177	51607	36011
1178	51644	35963
1179	51686	35917
1180	51728	35872
1181	51770	35827
1182	51814	35784
1183	51856	35738
1184	51897	35693
1185	51937	35646
1186	51979	35601
1187	52023	35558
1188	52070	35516
1189	52110	35469
1190	52154	35426
1191	52201	35385
1192	52246	35341
1193	52287	35296
1194	52326	35249
1195	52366	35203
1196	52408	35158
1197	52452	35114
1198	52497	35071
1199	52547	35031
1200	52588	34986
1201	52634	34943
1202	52678	34899
1203	52725	34858
1204	52768	34814
1205	52810	34769
1206	52852	34724
1207	52897	34681
1208	52934	34633
1209	52978	34589
1210	53023	34546
1211	53062	34499
1212	53107	34456
1213	53153	34413
1214	53199	34371
1215	53243	34328
1216	53283	34281
1217	53322	34235
1218	53365	34190
1219	53405	34144
1220	53444	34097
1221	53486	34052
1222	53535	34012
1223	53593	33977
1224	53636	33933
1225	53690	33895
1226	53735	33852
1227	53793	33818
1228	53835	33773
1229	53883	33731
1230	53940	33696
1231	53981	33651
1232	54035	33613
1233	54088	33575
1234	54139	33536
1235	54181	33490
1236	54233	33451
1237	54288	33415
1238	54343	33377
1239	54392	33337
1240	54440	33296
1241	54484	33252
1242	54544	33217
1243	54586	33173
1244	54629	33128
1245	54683	33090
1246	54727	33047
1247	54777	33007
1248	54828	32967
1249	54880	32928
1250	54935	32891
1251	54992	32854
1252	55043	32815
1253	55103	32780
1254	55155	32741
1255	55209	32703
1256	55259	32663
1257	55310	32623
1258	55359	32582
1259	55422	32549
1260	55468	32507
1261	55523	32469
1262	55576	32430
1263	55620	32386
1264	55663	32341
1265	55704	32296
1266	55747	32251
1267	55791	32207
1268	55837	32165
1269	55877	32118
1270	55922	32075
1271	55971	32034
1272	56015	31989
1273	56055	31943
1274	56099	31899
1275	56137	31852
1276	56185	31810
1277	56223	31762
1278	56267	31719
1279	56307	31672
1280	56348	31627
1281	56386	31579
1282	56423	31531
1283	56464	31486
1284	56507	31441
1285	56549	31396
1286	56588	31350
1287	56630	31305
1288	56669	31258
1289	56704	31209
1290	56744	31163
1291	56781	31115
1292	56822	31069
1293	56863	31024
1294	56897	30975
1295	56935	30927
1296	56978	30883
1297	57016	30836
1298	57058	30791
1299	57097	30744
1300	57133	30696
1301	57174	30651
1302	57212	30604
1303	57257	30560
1304	57298	30515
1305	57335	30467
1306	57376	30422
1307	57417	30376
1308	57456	30330
1309	57496	30284
1310	57535	30237
1311	57568	30188
1312	57609	30143
1313	57648	30096
1314	57692	30052
1315	57730	30006
1316	57776	29962
1317	57815	29916
1318	57849	29867
1319	57884	29819
1320	57927	29775
1321	57961	29725
1322	58000	29680
1323	58040	29634
1324	58075	29585
1325	58115	29539
1326	58157	29495
1327	58196	29448
1328	58234	29401
1329	58273	29355
1330	58308	29307
1331	58344	29259
1332	58382	29213
1333	58422	29167
1334	58462	29121
1335	58502	29076
1336	58543	29030
1337	58577	28982
1338	58610	28933
1339	58648	28886
1340	58688	28841
1341	58727	28795
1342	58774	28752
1343	58811	28705
1344	58856	28662
1345	58893	28615
1346	58935	28570
1347	58977	28526
1348	59017	28480
1349	59058	28435
1350	59102	28392
1351	59140	28345
1352	59183	28301
1353	59219	28253
1354	59274	28215
1355	59313	28169
1356	59356	28125
1357	59391	28077
1358	59429	28031
1359	59468	27985
1360	59510	27940
1361	59552	27896
1362	59593	27850
1363	59640	27808
1364	59685	27765
1365	59726	27720
1366	59763	27673
1367	59807	27630
1368	59858	27589
1369	59903	27547
1370	59944	27501
1371	59986	27457
1372	60030	27413
1373	60075	27370
1374	60111	27323
1375	60153	27278
1376	60188	27231
1377	60229	27186
1378	60272	27142
1379	60310	27096
1380	60354	27052
1381	60397	27008
1382	60437	26962
1383	60472	26915
1384	60513	26870
1385	60555	26826
1386	60590	26778
1387	60628	26732
1388	60664	26685
1389	60700	26638
1390	60738	26592
1391	60774	26545
1392	60814	26500
1393	60854	26454
1394	60895	26409
1395	60932	26363
1396	60973	26318
1397	61014	26273
1398	61052	26227
1399	61092	26182
1400	61132	26137
1401	61175	26093
1402	61212	26047
1403	61253	26002
1404	61292	25956
1405	61334	25912
1406	61371	25866
1407	61412	25821
1408	61450	25775
1409	61491	25730
1410	61529	25684
1411	61568	25638
1412	61604	25592
1413	61646	25547
1414	61684	25502
1415	61730	25459
1416	61776	25416
1417	61816	25371
1418	61862	25329
1419	61896	25281
1420	61940	25238
1421	61981	25193
1422	62022	25148
1423	62061	25103
1424	62098	25057
1425	62136	25011
1426	62171	24964
1427	62211	24919
1428	62249	24873
1429	62287	24827
1430	62329	24783
1431	62368	24738
1432	62414	24695
1433	62455	24651
1434	62493	24605
1435	62537	24562
1436	62574	24516
1437	62613	24470
1438	62657	24427
1439	62698	24382
1440	62737	24337
1441	62776	24291
1442	62813	24246
1443	62853	24201
1444	62891	24155
1445	62929	24109
1446	62971	24065
1447	63008	24019
1448	63046	23974
1449	63087	23929
1450	63128	23885
1451	63170	23841
1452	63209	23795
1453	63248	23750
1454	63290	23706
1455	63332	23662
1456	63371	23617
1457	63406	23570
1458	63445	23525
1459	63505	23488
1460	63555	23447
1461	63610	23407
1462	63659	23366
1463	63722	23330
1464	63771	23288
1465	63824	23248
1466	63876	23207
1467	63926	23166
1468	63976	23125
1469	64038	23088
1470	64079	23044
1471	64138	23006
1472	64188	22964
1473	64231	22921
1474	64276	22878
1475	64325	22836
1476	64374	22794
1477	64418	22751
1478	64468	22710
1479	64577	22689
1480	64677	22665
1481	64744	22629
1482	64801	22590
1483	64850	22549
1484	64898	22506
1485	64943	22463
1486	64997	22423
1487	65050	22382
1488	65093	22339
1489	65142	22297
1490	65185	22253
1491	65238	22212
1492	65285	22169
1493	65337	22129
1494	65385	22086
1495	65436	22045
1496	65487	22004
1497	65536	21962
1498	65575	21916
1499	65614	21871
1500	65653	21826
1501	65693	21781
1502	65735	21736
1503	65777	21692
1504	65816	21647
1505	65855	21602
1506	65891	21555
1507	65929	21510
1508	65967	21464
1509	66009	21420
1510	66048	21375
1511	66089	21330
1512	66128	21285
1513	66169	21240
1514	66205	21194
1515	66248	21150
1516	66288	21105
1517	66335	21063
1518	66375	21018
1519	66409	20971
1520	66446	20925
1521	66488	20881
1522	66528	20836
1523	66562	20789
1524	66604	20745
1525	66641	20699
1526	66677	20654
1527	66717	20609
1528	66757	20564
1529	66797	20519
1530	66836	20474
1531	66874	20428
1532	66918	20385
1533	66958	20340
1534	66999	20296
1535	67039	20251
1536	67077	20206
1537	67117	20161
1538	67157	20116
1539	67199	20072
1540	67234	20026
1541	67269	19980
1542	67307	19934
1543	67344	19889
1544	67382	19844
1545	67420	19798
1546	67461	19754
1547	67499	19709
1548	67543	19665
1549	67584	19621
1550	67623	19576
1551	67662	19531
1552	67707	19488
1553	67746	19443
1554	67789	19399
1555	67827	19354
1556	67873	19311
1557	67909	19265
1558	67945	19220
1559	67987	19176
1560	68027	19131
1561	68070	19087
1562	68112	19043
1563	68160	19001
1564	68209	18959
1565	68250	18914
1566	68331	18881
1567	68419	18850
1568	68470	18808
1569	68514	18765
1570	68554	18720
1571	68592	18675
1572	68636	18631
1573	68673	18586
1574	68719	18543
1575	68757	18498
1576	68799	18454
1577	68841	18410
1578	68882	18365
1579	68923	18321
1580	68962	18276
1581	69002	18232
1582	69043	18187
1583	69084	18143
1584	69124	18098
1585	69166	18054
1586	69209	18011
1587	69252	17967
1588	69290	17922
1589	69329	17877
1590	69369	17832
1591	69410	17788
1592	69446	17743
1593	69485	17698
1594	69524	17653
1595	69559	17607
1596	69593	17561
1597	69631	17516
1598	69667	17471
1599	69701	17425
1600	69739	17380
1601	69773	17334
1602	69812	17289
1603	69851	17245
1604	69892	17201
1605	69931	17156
1606	69971	17111
1607	70012	17067
1608	70051	17023
1609	70086	16977
1610	70125	16932
1611	70165	16888
1612	70205	16844
1613	70241	16798
1614	70278	16753
1615	70321	16709
1616	70359	16665
1617	70403	16621
1618	70443	16577
1619	70482	16532
1620	70523	16488
1621	70561	16444
1622	70598	16399
1623	70636	16354
1624	70671	16308
1625	70708	16263
1626	70748	16219
1627	70786	16174
1628	70826	16130
1629	70862	16085
1630	70897	16039
1631	70937	15995
1632	70976	15951
1633	71015	15906
1634	71054	15862
1635	71095	15818
1636	71132	15773
1637	71169	15728
1638	71204	15683
1639	71243	15638
1640	71279	15593
1641	71315	15548
1642	71356	15504
1643	71394	15460
1644	71433	15415
1645	71469	15370
1646	71510	15326
1647	71546	15281
1648	71583	15237
1649	71623	15192
1650	71660	15148
1651	71701	15104
1652	71737	15059
1653	71778	15015
1654	71817	14971
1655	71857	14927
1656	71895	14882
1657	71935	14838
1658	71973	14793
1659	72008	14748
1660	72047	14704
1661	72086	14660
1662	72128	14616
1663	72166	14572
1664	72205	14527
1665	72241	14482
