iter	MAE	RMSE
259	16.3272035	29.4214835
260	16.32705553	29.41843951
261	16.32137761	29.40848921
262	16.31952515	29.40372792
263	16.31945964	29.40083687
264	16.31609512	29.39325033
265	16.30957362	29.3808729
266	16.30947096	29.37805314
267	16.30929728	29.37500485
268	16.29639117	29.36054872
269	16.29618851	29.357721
270	16.29240942	29.34724732
271	16.28475544	29.33691857
272	16.27765768	29.32690063
273	16.27756719	29.32411104
274	16.27747572	29.3213068
275	16.27639145	29.31720038
276	16.26406143	29.30024146
277	16.26392615	29.29731614
278	16.26154326	29.29157243
279	16.25204578	29.27866857
280	16.24786957	29.27113014
281	16.24319214	29.26429696
282	16.24180368	29.25920164
283	16.24165006	29.2563717
284	16.23425222	29.24138175
285	16.23228239	29.23731185
286	16.23220625	29.23477475
287	16.22932054	29.22841047
288	16.22911284	29.22559723
289	16.22508295	29.2182463
290	16.22494035	29.21558786
291	16.21907765	29.20625929
292	16.21494157	29.19854264
293	16.21135001	29.1907266
294	16.20777244	29.18225585
295	16.20415694	29.17429757
296	16.20407807	29.17183761
297	16.19951619	29.16210506
298	16.19579856	29.15365998
299	16.1930598	29.14637387
300	16.19106589	29.13989816
301	16.18883386	29.13311365
302	16.18399925	29.12257719
303	16.17855921	29.11068751
304	16.16834691	29.09941217
305	16.16297447	29.09161213
306	16.16005197	29.08554282
307	16.15521712	29.0776497
308	16.14982112	29.06785565
309	16.14653919	29.05881557
310	16.14648202	29.05641722
311	16.14345069	29.04809651
312	16.13856211	29.0405677
313	16.13848182	29.03817198
314	16.13808651	29.03497277
315	16.13356929	29.02596295
316	16.13345511	29.02355256
317	16.13092308	29.0154664
318	16.12995764	29.01164463
319	16.12766098	29.0033667
320	16.12763725	29.00109249
321	16.12261674	28.99306433
322	16.11539585	28.98536859
323	16.11528041	28.98290588
324	16.11040621	28.97697709
325	16.10715458	28.96976544
326	16.1028361	28.95836106
327	16.1018768	28.9539014
328	16.09968313	28.94760438
329	16.09960999	28.94542231
330	16.09500766	28.93682651
331	16.09363394	28.931595
332	16.08920434	28.92641654
333	16.0811454	28.91633457
334	16.081052	28.91404087
335	16.07902477	28.90645598
336	16.07631761	28.90178335
337	16.07339005	28.89674477
338	16.06715718	28.88815281
339	16.06479531	28.88072513
340	16.06285566	28.87417382
341	16.05956656	28.86576712
342	16.05873287	28.86261619
343	16.05854259	28.86040041
344	16.05840737	28.85786643
345	16.05707278	28.85208223
346	16.0562265	28.84949797
347	16.05403893	28.84211917
348	16.05328914	28.83786274
349	16.04796314	28.82977632
350	16.04777957	28.82747949
351	16.04676505	28.8241626
352	16.04664328	28.82193197
353	16.04245201	28.8128518
354	16.036081	28.80023656
355	16.03538691	28.79736606
356	16.033542	28.79283811
357	16.02954035	28.7860072
358	16.02790443	28.78172944
359	16.0237874	28.77405127
360	16.01848515	28.76670939
361	16.01830309	28.76364971
362	16.01425958	28.75796277
363	16.01419186	28.75596951
364	16.00656438	28.74677122
365	16.00196966	28.73940789
366	15.99835269	28.73018403
367	15.99641738	28.72309478
368	15.99233732	28.71645719
369	15.98807581	28.70729449
370	15.9865653	28.70149335
371	15.98028895	28.69511494
372	15.97569092	28.68764009
373	15.97325654	28.68310601
374	15.97139389	28.67713231
375	15.96663489	28.67126061
376	15.96468881	28.66737887
377	15.96112475	28.66037575
378	15.95322402	28.64947242
379	15.95102036	28.64279481
380	15.94928721	28.63939249
381	15.94638157	28.63337319
382	15.9418546	28.62861883
383	15.94019291	28.6242209
384	15.93321113	28.61529678
385	15.92627344	28.60674195
386	15.92614118	28.60482659
387	15.92612016	28.6029467
388	15.92289438	28.59241541
389	15.91560297	28.58380263
390	15.91221873	28.57978753
391	15.90874003	28.57375313
392	15.90121475	28.56628261
393	15.90033409	28.56128279
394	15.90024631	28.55945991
395	15.89523086	28.55177265
396	15.89139333	28.54449057
397	15.88875728	28.53951597
398	15.88664286	28.533984
399	15.88342474	28.52806871
400	15.87681407	28.51916595
401	15.87568826	28.51650864
402	15.87077227	28.50930393
403	15.87049829	28.507321
404	15.87042824	28.50565181
405	15.86978593	28.50333077
406	15.86661696	28.49774481
407	15.86475888	28.49183474
408	15.86445283	28.48992234
409	15.8612299	28.48430373
410	15.85792197	28.48027108
411	15.8578531	28.47870892
412	15.85563569	28.47572209
413	15.85197347	28.46783275
414	15.85204941	28.46766167
415	15.85106964	28.46255019
416	15.84588303	28.45448898
417	15.83963633	28.44570276
418	15.83960559	28.44523925
419	15.83595628	28.43947038
420	15.8318585	28.42923126
421	15.82575673	28.41935919
422	15.82559278	28.41757793
423	15.82359828	28.41370013
424	15.8235076	28.41207185
425	15.82252648	28.40961384
426	15.82231285	28.4070925
427	15.8213021	28.40411224
428	15.82049936	28.40088847
429	15.81747239	28.39648488
430	15.81667003	28.39361687
431	15.81429073	28.3901611
432	15.81420161	28.38854085
433	15.81245569	28.38151456
434	15.80934447	28.3766941
435	15.80706323	28.36959373
436	15.80387009	28.36418913
437	15.801691	28.36021838
438	15.79690926	28.35376322
439	15.79499429	28.34828309
440	15.79210971	28.34401217
441	15.79064579	28.34140006
442	15.79048008	28.33980707
443	15.78818786	28.33614281
444	15.78804544	28.33447416
445	15.7857988	28.33076065
446	15.78261347	28.32545217
447	15.78120375	28.32014465
448	15.77835682	28.31391941
449	15.7765343	28.30973214
450	15.77151298	28.30358467
451	15.77142415	28.30208836
452	15.77091586	28.29941265
453	15.76818671	28.29419552
454	15.76596774	28.2894418
455	15.76184058	28.28398267
456	15.75841365	28.27843903
457	15.75835552	28.27791922
458	15.7563165	28.2715291
459	15.75527849	28.26544351
460	15.75521451	28.26395239
461	15.75466742	28.26122812
462	15.7488588	28.25273505
463	15.7459752	28.24786643
464	15.74593279	28.24679155
465	15.7457835	28.24507006
466	15.74008683	28.23950426
467	15.73639024	28.23541331
468	15.73079133	28.22946038
469	15.72923199	28.22623795
470	15.72917655	28.22517109
471	15.72619765	28.2210532
472	15.72512673	28.21702948
473	15.72518154	28.21685701
474	15.72206509	28.21297747
475	15.71963001	28.20942386
476	15.71636089	28.2043214
477	15.7150461	28.20115089
478	15.70936421	28.19334847
479	15.70716624	28.18709473
480	15.70464817	28.18287332
481	15.70407752	28.17976598
482	15.69775457	28.1730445
483	15.69767412	28.17209394
484	15.69134365	28.16340878
485	15.68876595	28.15673078
486	15.68751336	28.15226073
487	15.68288286	28.14261809
488	15.68161608	28.13840068
489	15.6803262	28.13471714
490	15.67729996	28.12981951
491	15.67459299	28.1236334
492	15.67149341	28.11725115
493	15.66954096	28.11399583
494	15.66680203	28.10909292
495	15.66319956	28.10370134
496	15.66228621	28.10072894
497	15.66204884	28.09835103
498	15.660773	28.09548679
499	15.66063128	28.09426473
500	15.6601543	28.09244068
501	15.65443451	28.08632232
502	15.65312714	28.0803011
503	15.65315426	28.08012966
504	15.65233739	28.07737577
505	15.65235855	28.07712391
506	15.65140338	28.07509912
507	15.64929973	28.07019785
508	15.64867424	28.06929443
509	15.64748943	28.06631974
510	15.64590707	28.06281996
511	15.64496103	28.05999679
512	15.64027206	28.05304093
513	15.64020043	28.05175765
514	15.63922125	28.04594301
515	15.63860789	28.04336326
516	15.63827508	28.04199887
517	15.63558148	28.03488347
518	15.63497816	28.03222024
519	15.63480081	28.03092482
520	15.63394288	28.02609204
521	15.63360893	28.02515876
522	15.63346556	28.02362751
523	15.62994181	28.01680526
524	15.62734688	28.01335739
525	15.62060385	28.00634339
526	15.61924673	28.00241161
527	15.61717275	27.99687384
528	15.61219098	27.98891066
529	15.61064609	27.9856235
530	15.60860393	27.98028393
531	15.60823597	27.9784927
532	15.60526313	27.97257039
533	15.60304032	27.96859775
534	15.60247979	27.96671175
535	15.60093677	27.96442774
536	15.59696305	27.95881024
537	15.59393538	27.95352364
538	15.59221891	27.94781611
539	15.58866573	27.93983577
540	15.58752793	27.93637418
541	15.58754349	27.93614877
542	15.58394048	27.93096559
543	15.58394872	27.93037678
544	15.58217565	27.92718358
545	15.58053425	27.9231726
546	15.5804756	27.9221597
547	15.57900041	27.91863469
548	15.57831103	27.91739257
549	15.57760754	27.91524809
550	15.57668631	27.9106736
551	15.57460462	27.90673313
552	15.57228772	27.90359283
553	15.5719948	27.90242456
554	15.57076371	27.89952599
555	15.570654	27.89818954
556	15.56731604	27.89287157
557	15.5668267	27.89213048
558	15.56612215	27.89060473
559	15.56605779	27.88948629
560	15.56487193	27.88494006
561	15.56358042	27.8797933
562	15.56090866	27.87545096
563	15.56007466	27.87324706
564	15.55764767	27.86744787
565	15.55220672	27.85693928
566	15.54889746	27.85084929
567	15.54842222	27.84777605
568	15.54765766	27.84451047
569	15.54766934	27.8441789
570	15.54582311	27.83935471
571	15.54576892	27.83827142
572	15.54101291	27.8328581
573	15.54034231	27.83087438
574	15.54026494	27.8301914
575	15.5390494	27.82500375
576	15.53902819	27.82470698
577	15.53896911	27.82362962
578	15.53823617	27.82136976
579	15.5371183	27.81739898
580	15.53594983	27.81611045
581	15.53591658	27.81572433
582	15.53228679	27.81009814
583	15.53209001	27.80925929
584	15.52990942	27.80456959
585	15.52946149	27.8021791
586	15.52869979	27.79774564
587	15.52486362	27.78938735
588	15.52490164	27.7891993
589	15.5227065	27.78542299
590	15.52125942	27.78132529
591	15.52125974	27.78111107
592	15.52117138	27.78049116
593	15.51555155	27.77311162
594	15.51475413	27.76942126
595	15.51201011	27.76542073
596	15.50993126	27.76215644
597	15.50996497	27.76197467
598	15.50994538	27.76106708
599	15.50486422	27.75411026
600	15.50416882	27.7526843
601	15.50224132	27.74687092
602	15.4999075	27.74040529
603	15.49822044	27.7369127
604	15.49742096	27.73378986
605	15.49612034	27.73082528
606	15.49609379	27.73046434
607	15.49600546	27.729996
608	15.49351909	27.72454135
609	15.4935307	27.72434414
610	15.4935571	27.72415582
611	15.49190524	27.71992182
612	15.4888991	27.71491916
613	15.48819501	27.71073863
614	15.48749029	27.7082612
615	15.4854857	27.70184637
616	15.48473393	27.70092408
617	15.48188428	27.69720825
618	15.47886676	27.68903371
619	15.47886356	27.68885794
620	15.47767869	27.685769
621	15.47766445	27.68516754
622	15.47744921	27.68341883
623	15.47744263	27.68302535
624	15.47737501	27.68203906
625	15.47741522	27.6818603
626	15.47712281	27.68078024
627	15.47547499	27.67716708
628	15.4718604	27.66926914
629	15.4697054	27.66601717
630	15.46899102	27.66280737
631	15.46713283	27.65967492
632	15.46638446	27.65742463
633	15.46507616	27.65118653
634	15.46186267	27.64674657
635	15.45963459	27.64206289
636	15.45754081	27.63770326
637	15.45391745	27.63348155
638	15.45187466	27.62974188
639	15.45155138	27.62892676
640	15.4510274	27.6271433
641	15.45069284	27.62526071
642	15.45073083	27.62508724
643	15.4449571	27.61887503
644	15.44416225	27.61796702
645	15.44322007	27.61314721
646	15.4412227	27.60889246
647	15.44126187	27.60872073
648	15.43970298	27.60470915
649	15.43897638	27.60017609
650	15.43756436	27.59664763
651	15.43760428	27.59648108
652	15.437643	27.59631565
653	15.43768195	27.59615124
654	15.43523505	27.59100649
655	15.43527047	27.59084406
656	15.4325014	27.5866638
657	15.429411	27.58145063
658	15.42752735	27.57655632
659	15.42709325	27.57528516
660	15.42712431	27.57512429
661	15.42716009	27.57496453
662	15.42629458	27.57040104
663	15.42397519	27.56500067
664	15.42214812	27.56018839
665	15.42150331	27.55804015
666	15.42112109	27.55619673
667	15.41839931	27.55171471
668	15.41843882	27.55155613
669	15.41662764	27.54762528
670	15.41666845	27.54746593
671	15.41670797	27.54730941
672	15.41674759	27.54715385
673	15.41575911	27.54319421
674	15.41579759	27.54303974
675	15.4154758	27.54135334
676	15.41444362	27.53895255
677	15.41301165	27.53502692
678	15.41222132	27.53072141
679	15.40916684	27.52495085
680	15.40735078	27.52015338
681	15.40660216	27.51751994
682	15.40380649	27.5098998
683	15.40337901	27.50755918
684	15.4007881	27.50243017
685	15.4002241	27.50037611
686	15.39946714	27.49598764
687	15.39724408	27.48991791
688	15.39588782	27.48615297
689	15.3936169	27.4824767
690	15.39145092	27.47687346
691	15.38876183	27.47266182
692	15.38880788	27.47250983
693	15.38806668	27.46818322
694	15.38811144	27.4680322
695	15.38731254	27.4637136
696	15.38174042	27.45413022
697	15.37965975	27.45054657
698	15.37970402	27.45039652
699	15.37748257	27.44686989
700	15.3775238	27.44672088
701	15.37638042	27.44199643
702	15.3764228	27.44184843
703	15.37646455	27.44170143
704	15.37216691	27.43638281
705	15.37094148	27.43345961
706	15.36925498	27.43002685
707	15.36853115	27.42651301
708	15.36789327	27.42248777
709	15.36706606	27.41814328
710	15.36425579	27.41333837
711	15.36226266	27.40834176
712	15.36231168	27.40819595
713	15.35891379	27.40114747
714	15.35895635	27.40100206
715	15.35560379	27.39454289
716	15.3529207	27.38994747
717	15.35131934	27.38561438
718	15.35136879	27.38547019
719	15.34993722	27.38273295
720	15.34924078	27.3793159
721	15.34929214	27.37917256
722	15.34573685	27.37346612
723	15.34578538	27.3733226
724	15.34333181	27.36902194
725	15.34271572	27.36610097
726	15.34276397	27.36595957
727	15.34280894	27.36581929
728	15.34188696	27.36081635
729	15.33998815	27.35560936
730	15.33932184	27.35221764
731	15.33648197	27.34721835
732	15.3354947	27.34358255
733	15.3331323	27.33656278
734	15.33318132	27.33642614
735	15.32923133	27.33153
736	15.32738211	27.32590067
737	15.32704716	27.32391676
738	15.32709686	27.32378012
739	15.32662242	27.32138583
740	15.324842	27.3161842
741	15.32426265	27.31433318
742	15.32314147	27.31024514
743	15.32115443	27.30673494
744	15.31829158	27.30179827
745	15.31670082	27.29844733
746	15.31359322	27.29351244
747	15.30895308	27.28523647
748	15.30749954	27.28215997
749	15.30554547	27.27784943
750	15.30311042	27.2733607
751	15.30316768	27.27322548
752	15.30322303	27.27309243
753	15.30327658	27.27296027
754	15.30154803	27.26880434
755	15.30160099	27.26867318
756	15.29941297	27.26389547
757	15.29430983	27.25530806
758	15.29120339	27.24815039
759	15.29125452	27.24802009
760	15.28968515	27.24427383
761	15.28898013	27.24057276
762	15.28780002	27.23837743
763	15.28739248	27.23653365
764	15.28661176	27.23471756
765	15.28666562	27.23458794
766	15.28513927	27.23024341
767	15.28449735	27.22622212
768	15.28285125	27.22159308
769	15.28105511	27.21886518
770	15.27991483	27.21593528
771	15.27997185	27.21580691
772	15.2781299	27.2108373
773	15.2744162	27.2061388
774	15.27447078	27.20600989
775	15.27396999	27.20429074
776	15.27333217	27.20100922
777	15.27190029	27.19802592
778	15.27195826	27.19789932
779	15.27201497	27.19777228
780	15.26959292	27.19416231
781	15.26792477	27.19132872
782	15.2665175	27.18702155
783	15.26657307	27.18689538
784	15.26406913	27.18088862
785	15.26288956	27.17673178
786	15.26118031	27.17391982
787	15.25785223	27.16822531
788	15.25647957	27.16322148
789	15.25654101	27.16309602
790	15.25660068	27.16297139
791	15.25515342	27.15955301
792	15.25344685	27.15667325
793	15.25350279	27.15655065
794	15.2517677	27.15282741
795	15.25092378	27.14949597
796	15.25098182	27.14937326
797	15.24833325	27.14564777
798	15.2459258	27.13964129
799	15.24381379	27.13569421
800	15.242263	27.13074691
801	15.24059318	27.12737867
802	15.23876656	27.12433852
803	15.23882382	27.12421693
804	15.23645374	27.11983564
805	15.2345029	27.11746419
806	15.23455851	27.11734338
807	15.23346579	27.11376024
808	15.23267106	27.11050538
809	15.2310052	27.10709693
810	15.23057239	27.10508469
811	15.22891414	27.10021872
812	15.22718928	27.09617405
813	15.22592337	27.09377003
814	15.22467596	27.0899143
815	15.22408478	27.08700916
816	15.22414589	27.08689195
817	15.22420527	27.08677553
818	15.22281219	27.08385792
819	15.22287157	27.08374206
820	15.22231852	27.0810167
821	15.22059085	27.0777037
822	15.21909895	27.07285278
823	15.21915686	27.07273776
824	15.21821058	27.06862546
825	15.21645238	27.06548964
826	15.21561209	27.06318995
827	15.21361213	27.05879905
828	15.21367165	27.05868598
829	15.21238324	27.05427309
830	15.21144777	27.05201653
831	15.21034898	27.05004908
832	15.21040783	27.04993711
833	15.21046568	27.04982606
834	15.20878607	27.04653783
835	15.20695531	27.04266065
836	15.20634435	27.04008811
837	15.20585101	27.03844996
838	15.20534069	27.03672548
839	15.20328011	27.03277695
840	15.19957886	27.0278787
841	15.19531193	27.02238118
842	15.19471063	27.01919302
843	15.19314183	27.01488364
844	15.19319656	27.01477501
845	15.19232015	27.01068057
846	15.19237602	27.01057281
847	15.19111262	27.00542443
848	15.18972201	27.00273743
849	15.18977623	27.00263067
850	15.18982889	27.00252463
851	15.18797418	26.99641777
852	15.1860465	26.99349367
853	15.18484437	26.98972548
854	15.18319106	26.9866545
855	15.18324484	26.98655019
856	15.18220886	26.9820344
857	15.18169844	26.97814297
858	15.18061879	26.97423842
859	15.18005493	26.97282639
860	15.18011194	26.9727226
861	15.17953064	26.9696383
862	15.17780452	26.964864
863	15.17743024	26.96300111
864	15.17611419	26.95864365
865	15.17398595	26.95156609
866	15.17362781	26.94998981
867	15.17305723	26.94719268
868	15.17311855	26.9470901
869	15.16940526	26.94243546
870	15.16861364	26.93944214
871	15.16867244	26.93934026
872	15.16822916	26.9378187
873	15.16697072	26.9346944
874	15.16514268	26.93174582
875	15.16344897	26.92711829
876	15.16216107	26.92215674
877	15.15916862	26.91781208
878	15.15693352	26.91429791
879	15.15549165	26.91038607
880	15.15554984	26.91028621
881	15.15334016	26.90615748
882	15.15191494	26.90322177
883	15.15055988	26.90096641
884	15.14806765	26.89726932
885	15.14811949	26.89717013
886	15.14548512	26.89323149
887	15.14412824	26.89047981
888	15.14355949	26.8874805
889	15.1429702	26.88587148
890	15.14169834	26.88196989
891	15.14175078	26.88187118
892	15.1418017	26.88177314
893	15.1412883	26.87915213
894	15.13839045	26.87433617
895	15.13708073	26.87165349
896	15.13420808	26.86753115
897	15.13365963	26.86558505
898	15.130217	26.86050815
899	15.13027185	26.86041084
900	15.13032513	26.86031419
901	15.12961214	26.85664155
902	15.12805717	26.85284085
903	15.12811131	26.85274603
904	15.12628705	26.84844931
905	15.12454695	26.84536396
906	15.12460098	26.8452702
907	15.12319592	26.84102602
908	15.12225446	26.83831388
909	15.12147761	26.83616343
910	15.12047207	26.83444897
911	15.11890853	26.83194079
912	15.11750834	26.82908665
913	15.11586718	26.82610503
914	15.11354714	26.82270248
915	15.1119237	26.81802859
916	15.11197368	26.81793443
917	15.11202372	26.81784029
918	15.11062426	26.81439275
919	15.1100683	26.81140941
920	15.10856197	26.80889947
921	15.10704021	26.80521825
922	15.1065415	26.80263611
923	15.10569011	26.7999774
924	15.1043339	26.79697555
925	15.10285105	26.79454534
926	15.1029032	26.79445288
927	15.10295386	26.79436105
928	15.10300159	26.79427041
929	15.10137857	26.79149394
930	15.1008413	26.78887206
931	15.0995585	26.78628388
932	15.09732462	26.78149531
933	15.09665764	26.77785055
934	15.09387262	26.77369444
935	15.09364955	26.77277868
936	15.09369949	26.77268866
937	15.09154067	26.76903472
938	15.09133948	26.76813329
939	15.09112333	26.7672164
940	15.09117139	26.76712698
941	15.08961597	26.76433865
942	15.08829571	26.75992915
943	15.08772979	26.75743566
944	15.08778566	26.75734866
945	15.08758822	26.75647458
946	15.08573181	26.75012464
947	15.08578722	26.75003815
948	15.08584167	26.74995227
949	15.08499124	26.74621587
950	15.08195903	26.74197235
951	15.08039746	26.73746987
952	15.07837746	26.73399942
953	15.07814275	26.73327071
954	15.07759547	26.7303725
955	15.07613059	26.72708863
956	15.07562693	26.72452456
957	15.07516181	26.72203776
958	15.0738279	26.71935998
959	15.07229811	26.71692148
960	15.07235429	26.71683012
961	15.07092996	26.71380504
962	15.06995118	26.70880719
963	15.06974183	26.70791261
964	15.06779068	26.70456925
965	15.06625232	26.70136444
966	15.06630388	26.70127843
967	15.06343312	26.69727552
968	15.06164418	26.69465749
969	15.06169267	26.6945725
970	15.06174108	26.6944876
971	15.06027542	26.69183087
972	15.05985655	26.68999538
973	15.0593252	26.68714994
974	15.05596539	26.68169437
975	15.0551295	26.67844539
976	15.05517841	26.67836173
977	15.05415151	26.67599031
978	15.05420108	26.67590669
979	15.0532835	26.67177818
980	15.05176122	26.66923245
981	15.05038127	26.66653905
982	15.04924224	26.66290179
983	15.04852227	26.66086335
984	15.04781811	26.65829551
985	15.04756815	26.65705797
986	15.04601581	26.65405074
987	15.04607129	26.65396025
988	15.04612242	26.65387787
989	15.04391629	26.65007839
990	15.04289478	26.64756662
991	15.04151055	26.64527037
992	15.04109495	26.64323234
993	15.04016739	26.64071379
994	15.03940922	26.63889212
995	15.03769108	26.63561293
996	15.03725418	26.6329589
997	15.03574641	26.62960084
998	15.03580651	26.6295211
