iter	MAE	RMSE
999	15.03560132	26.62865896
1000	15.03481597	26.62513312
1001	15.03487595	26.62505411
1002	15.03448834	26.62311126
1003	15.03404992	26.620109
1004	15.03274373	26.61729942
1005	15.0318624	26.61526951
1006	15.02877429	26.61171271
1007	15.02621222	26.6077328
1008	15.02400267	26.60253069
1009	15.02406069	26.60245219
1010	15.02278338	26.599516
1011	15.02133792	26.59533997
1012	15.02011436	26.59321474
1013	15.01834972	26.58994607
1014	15.01840784	26.58986887
1015	15.01659288	26.58528145
1016	15.01604166	26.58232512
1017	15.01417516	26.57963369
1018	15.01278924	26.57707659
1019	15.01284819	26.57700053
1020	15.01107827	26.57387998
1021	15.01059717	26.57143218
1022	15.01065598	26.5713566
1023	15.01001586	26.56884571
1024	15.01007065	26.56876164
1025	15.00853057	26.56558332
1026	15.00783285	26.56360353
1027	15.00506623	26.55973163
1028	15.00323334	26.55337954
1029	15.00157446	26.54752162
1030	15.00132208	26.54647395
1031	15.00104816	26.54539692
1032	14.99960551	26.54139842
1033	14.9986509	26.53932793
1034	14.99819688	26.53678134
1035	14.99798094	26.53610232
1036	14.99675	26.53356278
1037	14.99560805	26.53148592
1038	14.99567065	26.53141203
1039	14.99406868	26.52886534
1040	14.99225582	26.52617444
1041	14.99177913	26.52342855
1042	14.99065328	26.52025598
1043	14.9890445	26.51712286
1044	14.98860778	26.51587685
1045	14.98812716	26.51319778
1046	14.9864183	26.50718863
1047	14.98538865	26.50404783
1048	14.9848625	26.50265655
1049	14.98327291	26.49975469
1050	14.98210074	26.49729228
1051	14.9818211	26.49576865
1052	14.97908879	26.49009845
1053	14.9786999	26.48816798
1054	14.97546027	26.48341195
1055	14.97454789	26.48042291
1056	14.97461556	26.48034957
1057	14.97406852	26.47843172
1058	14.97148144	26.4753433
1059	14.96967717	26.47143625
1060	14.96864934	26.46899189
1061	14.96711472	26.46644912
1062	14.96496788	26.46281238
1063	14.96367438	26.45843212
1064	14.96313064	26.45670304
1065	14.96291433	26.45582693
1066	14.96297705	26.45575204
1067	14.96173492	26.45221553
1068	14.96099579	26.44998362
1069	14.9600879	26.44574556
1070	14.95842417	26.44259441
1071	14.95720677	26.43867155
1072	14.95727195	26.43859713
1073	14.95733323	26.43852352
1074	14.95477209	26.43523286
1075	14.95209558	26.4304125
1076	14.95099596	26.42839169
1077	14.95076087	26.42739079
1078	14.94876019	26.42275715
1079	14.94865946	26.4222373
1080	14.94720166	26.41919397
1081	14.94646024	26.41769585
1082	14.94651902	26.41762254
1083	14.94505415	26.41414825
1084	14.94400329	26.41004052
1085	14.94345897	26.4082633
1086	14.94156682	26.40376927
1087	14.94133777	26.40279481
1088	14.93999837	26.40058803
1089	14.93880554	26.39758158
1090	14.9369422	26.39425538
1091	14.93621098	26.3925202
1092	14.93612955	26.39188015
1093	14.93597092	26.39099169
1094	14.9360299	26.3909194
1095	14.93566205	26.3881307
1096	14.93420178	26.38537296
1097	14.93425876	26.38530158
1098	14.93388615	26.38291897
1099	14.93394398	26.38284792
1100	14.93169998	26.37939338
1101	14.93039105	26.37494454
1102	14.92905264	26.37135219
1103	14.92911312	26.37128158
1104	14.9273908	26.36833616
1105	14.92655987	26.36629102
1106	14.92611869	26.36424592
1107	14.92563985	26.36159023
1108	14.92531078	26.36031893
1109	14.92512761	26.35938883
1110	14.92330834	26.35609968
1111	14.92305361	26.35482285
1112	14.9231129	26.35475277
1113	14.92220987	26.35288643
1114	14.92117185	26.34981343
1115	14.92024839	26.34696792
1116	14.91815266	26.34449782
1117	14.9176679	26.34180347
1118	14.91772716	26.34173407
1119	14.91778296	26.34166538
1120	14.916223	26.33889356
1121	14.91603943	26.33798088
1122	14.91525533	26.33601645
1123	14.91408389	26.33243043
1124	14.91279346	26.33028088
1125	14.9128508	26.33021261
1126	14.9108623	26.32643325
1127	14.91040883	26.32510846
1128	14.90911784	26.32155577
1129	14.90887257	26.32042209
1130	14.90790172	26.31852596
1131	14.90693088	26.3167704
1132	14.90663682	26.31570235
1133	14.9063487	26.3146475
1134	14.90432718	26.30988819
1135	14.9030085	26.30580292
1136	14.90166019	26.30300145
1137	14.90058639	26.30061011
1138	14.90022535	26.29919433
1139	14.89929719	26.29410572
1140	14.8980245	26.29009882
1141	14.8971617	26.28679409
1142	14.89560295	26.28440799
1143	14.89468184	26.28167396
1144	14.89316149	26.27855178
1145	14.89199639	26.2753574
1146	14.89067028	26.27208293
1147	14.88865228	26.26862127
1148	14.8876634	26.26572554
1149	14.88735886	26.26407565
1150	14.88701091	26.26282162
1151	14.88632933	26.26114685
1152	14.88336974	26.25701647
1153	14.88319827	26.25612479
1154	14.88157003	26.25378364
1155	14.88030758	26.25169488
1156	14.87935203	26.24750763
1157	14.87941717	26.247441
1158	14.87757716	26.24422997
1159	14.87764106	26.24416379
1160	14.87474597	26.24065082
1161	14.87352157	26.2367348
1162	14.8733171	26.23566448
1163	14.87212917	26.23174765
1164	14.86928328	26.22777586
1165	14.86886907	26.22528778
1166	14.86850761	26.22383405
1167	14.86857202	26.22376822
1168	14.86863297	26.22370305
1169	14.86869414	26.2236381
1170	14.8658758	26.21776704
1171	14.86292521	26.21417688
1172	14.86180636	26.20984115
1173	14.86078662	26.20742804
1174	14.86035294	26.20484009
1175	14.85955785	26.2016449
1176	14.85961738	26.20158057
1177	14.8595691	26.20101616
1178	14.85962651	26.20095252
1179	14.85891678	26.1991666
1180	14.85771752	26.19719558
1181	14.85691134	26.19361364
1182	14.8563076	26.1911962
1183	14.85487457	26.18885239
1184	14.8546332	26.1876363
1185	14.85469074	26.18757307
1186	14.85436985	26.1862458
1187	14.85393412	26.1846204
1188	14.85275056	26.18050451
1189	14.85280703	26.18044185
1190	14.85069774	26.1774255
1191	14.84815227	26.17422301
1192	14.84766314	26.17172186
1193	14.84722885	26.16992541
1194	14.84728337	26.16986316
1195	14.84642081	26.16788041
1196	14.84605322	26.16554686
1197	14.84323157	26.16012989
1198	14.84161048	26.15665231
1199	14.83988655	26.1536866
1200	14.83953438	26.1513787
1201	14.8388495	26.14953904
1202	14.83795057	26.14671923
1203	14.83598085	26.14362156
1204	14.83527617	26.14147579
1205	14.83494406	26.14028399
1206	14.83385342	26.13731814
1207	14.8330175	26.13601574
1208	14.83307371	26.13595383
1209	14.83170295	26.13250701
1210	14.82976186	26.12966983
1211	14.82981783	26.12960821
1212	14.82940485	26.12720281
1213	14.82900206	26.12482173
1214	14.82799513	26.12316271
1215	14.82692422	26.12089438
1216	14.82660611	26.11976161
1217	14.82640235	26.11912378
1218	14.8249461	26.11551042
1219	14.82381941	26.1135243
1220	14.82276421	26.11003675
1221	14.8224032	26.10729419
1222	14.82157166	26.10563925
1223	14.82064869	26.1036153
1224	14.82050609	26.10285669
1225	14.81986984	26.1007624
1226	14.81993604	26.10069518
1227	14.8187925	26.09753885
1228	14.81887873	26.09748561
1229	14.81872475	26.09679595
1230	14.81684152	26.09154468
1231	14.81690441	26.09147833
1232	14.81633646	26.08979321
1233	14.81568594	26.0877036
1234	14.81554876	26.08695847
1235	14.81560505	26.08689822
1236	14.8149747	26.0848488
1237	14.81390039	26.08251451
1238	14.81250847	26.07938929
1239	14.81182666	26.07777277
1240	14.811693	26.07703735
1241	14.8110022	26.07532617
1242	14.80984587	26.07157776
1243	14.80990475	26.07151786
1244	14.80786792	26.06897253
1245	14.80740953	26.06672166
1246	14.80747412	26.06665639
1247	14.80531592	26.06417714
1248	14.80448138	26.06072341
1249	14.80410617	26.05956889
1250	14.802716	26.05608966
1251	14.80173809	26.05206115
1252	14.8004458	26.04917176
1253	14.79941482	26.04506817
1254	14.79878302	26.04205531
1255	14.79783421	26.03888128
1256	14.79582052	26.0355048
1257	14.79527451	26.03380554
1258	14.79498936	26.03253649
1259	14.79331643	26.0294796
1260	14.79328979	26.02916686
1261	14.79174815	26.0258879
1262	14.79159662	26.02511177
1263	14.79036656	26.02221654
1264	14.78823524	26.01847557
1265	14.78724683	26.01626909
1266	14.78633959	26.01302834
1267	14.78577125	26.01019698
1268	14.78412759	26.00757184
1269	14.78374641	26.00527999
1270	14.78314142	26.00262219
1271	14.77993812	25.99728559
1272	14.77975206	25.99696119
1273	14.77848057	25.99451817
1274	14.77791561	25.99208996
1275	14.77798258	25.99202666
1276	14.77642442	25.98880728
1277	14.77627761	25.98825017
1278	14.77516149	25.98511253
1279	14.77412438	25.98318967
1280	14.77271007	25.98028521
1281	14.77257955	25.97980373
1282	14.77230429	25.97891486
1283	14.77125427	25.97659285
1284	14.76860964	25.97197394
1285	14.76741437	25.96856891
1286	14.76619371	25.96538694
1287	14.76448899	25.96331087
1288	14.76321238	25.95904988
1289	14.76327774	25.95898758
1290	14.76249305	25.95702897
1291	14.76236501	25.95651377
1292	14.76122141	25.95408819
1293	14.75911683	25.95063404
1294	14.75918115	25.95057258
1295	14.75883702	25.94836353
1296	14.75680269	25.94562875
1297	14.75649826	25.94453325
1298	14.75472431	25.94156597
1299	14.7543417	25.93929707
1300	14.75422021	25.93860553
1301	14.75395663	25.93759206
1302	14.75302965	25.93564435
1303	14.75047732	25.93204895
1304	14.74974664	25.92967437
1305	14.7491756	25.92813184
1306	14.74823765	25.92619714
1307	14.74734305	25.92388417
1308	14.74720447	25.9233614
1309	14.74687236	25.92187628
1310	14.74547671	25.91904267
1311	14.74554163	25.91898186
1312	14.74449364	25.91542309
1313	14.74384522	25.91392835
1314	14.7409686	25.90986738
1315	14.7403727	25.90788632
1316	14.73845004	25.90364957
1317	14.73816702	25.90285485
1318	14.73824085	25.90279485
1319	14.73831282	25.90273537
1320	14.73737994	25.90108655
1321	14.7374503	25.90102759
1322	14.73594897	25.89848146
1323	14.73561974	25.89704111
1324	14.73570261	25.89699357
1325	14.73496806	25.89506388
1326	14.73205982	25.89164389
1327	14.7300322	25.88865307
1328	14.72986284	25.88768949
1329	14.72935351	25.88618932
1330	14.72940848	25.88613478
1331	14.7291164	25.88476062
1332	14.72758493	25.88207037
1333	14.72681028	25.88017449
1334	14.72567484	25.87740801
1335	14.72426349	25.87278552
1336	14.72327167	25.87054405
1337	14.72334315	25.87048626
1338	14.72341283	25.87042897
1339	14.72326531	25.86978487
1340	14.72213737	25.86592203
1341	14.72149257	25.86363246
1342	14.71976637	25.85895552
1343	14.71946098	25.8575732
1344	14.71685118	25.85279934
1345	14.71650861	25.85078681
1346	14.71428171	25.84712648
1347	14.71184368	25.84296073
1348	14.71116664	25.84141709
1349	14.70864371	25.83717933
1350	14.70633893	25.83395595
1351	14.70604251	25.83215894
1352	14.70548571	25.82989764
1353	14.70555548	25.82984077
1354	14.70351259	25.82654071
1355	14.70276042	25.82469499
1356	14.70190827	25.82198711
1357	14.70198437	25.82193085
1358	14.70145153	25.81929395
1359	14.70113213	25.81675477
1360	14.70042992	25.81538101
1361	14.69885169	25.8129641
1362	14.6987144	25.81232693
1363	14.69757432	25.80991701
1364	14.69671323	25.80836608
1365	14.69609476	25.80686739
1366	14.69615181	25.80681483
1367	14.69515601	25.80352554
1368	14.69272619	25.80034138
1369	14.6919555	25.7970942
1370	14.69182387	25.79646335
1371	14.69127299	25.79481722
1372	14.69033662	25.79146615
1373	14.68928444	25.78807653
1374	14.68936443	25.78802104
1375	14.68841556	25.78538543
1376	14.68849434	25.7853304
1377	14.68755213	25.78328402
1378	14.68520828	25.78046042
1379	14.68452456	25.77699255
1380	14.68276363	25.77326817
1381	14.6810095	25.77070499
1382	14.68066213	25.76848396
1383	14.68073958	25.76842948
1384	14.67948054	25.76522495
1385	14.67844016	25.76364146
1386	14.67852226	25.76359698
1387	14.67822574	25.76226237
1388	14.67830053	25.76220866
1389	14.67799168	25.76113718
1390	14.67765318	25.75904195
1391	14.67772714	25.75898871
1392	14.67724848	25.75724282
1393	14.67693861	25.75636865
1394	14.67607773	25.75439569
1395	14.67471682	25.75222506
1396	14.67327596	25.74950778
1397	14.67240435	25.74609289
1398	14.67167923	25.74426763
1399	14.67136442	25.74298757
1400	14.67000006	25.73909529
1401	14.66946052	25.73740809
1402	14.66906076	25.735061
1403	14.66826126	25.73335234
1404	14.66798467	25.73230794
1405	14.66735058	25.72884057
1406	14.66711936	25.72814765
1407	14.66643637	25.7249643
1408	14.66584516	25.72364005
1409	14.66469566	25.72177143
1410	14.66375843	25.71979691
1411	14.66343226	25.71726742
1412	14.66349044	25.71721747
1413	14.66239227	25.71485763
1414	14.66133247	25.71284039
1415	14.66042705	25.71037321
1416	14.66004492	25.70852975
1417	14.65897337	25.70597772
1418	14.65587245	25.70117298
1419	14.65592985	25.70112333
1420	14.65349791	25.69806741
1421	14.65174253	25.69245733
1422	14.65113782	25.69066738
1423	14.65048455	25.68805153
1424	14.65009983	25.68576371
1425	14.64996986	25.68514342
1426	14.65002701	25.68509417
1427	14.64953474	25.68330568
1428	14.64925425	25.68230308
1429	14.64749297	25.6792936
1430	14.64634312	25.67717165
1431	14.64559364	25.67523286
1432	14.64226776	25.67088313
1433	14.64177706	25.66826118
1434	14.64163039	25.66748822
1435	14.6390042	25.6638094
1436	14.63871733	25.66279377
1437	14.63738433	25.66090621
1438	14.63641954	25.65912542
1439	14.63498471	25.65678021
1440	14.63377171	25.65443439
1441	14.6336277	25.65378707
1442	14.63254148	25.65025593
1443	14.63226827	25.64778697
1444	14.63197133	25.6469716
1445	14.63028534	25.64384899
1446	14.62974517	25.64218497
1447	14.62961337	25.64157256
1448	14.62927319	25.64060294
1449	14.62872149	25.63891013
1450	14.6283973	25.63775318
1451	14.62767781	25.63490853
1452	14.6271305	25.63336417
1453	14.62648767	25.6302615
1454	14.62508787	25.62697126
1455	14.62338741	25.62433322
1456	14.62237193	25.62087331
1457	14.62242793	25.62082514
1458	14.62165326	25.61768527
1459	14.62102923	25.61518022
1460	14.62078047	25.61419866
1461	14.62056425	25.61185166
1462	14.62025274	25.60982057
1463	14.61797413	25.60684411
1464	14.61757991	25.60572225
1465	14.61661009	25.60391235
1466	14.61598367	25.60131723
1467	14.61532558	25.59916235
1468	14.61511866	25.59849497
1469	14.61387335	25.59519096
1470	14.61393426	25.5951432
1471	14.61229768	25.59261292
1472	14.61196746	25.59166259
1473	14.61183613	25.59105723
1474	14.61189438	25.5910098
1475	14.61136685	25.58799936
1476	14.61091711	25.58530688
1477	14.61064765	25.5843276
1478	14.61012128	25.58257235
1479	14.60970264	25.5813063
1480	14.60881967	25.57942302
1481	14.6081687	25.57730857
1482	14.60533129	25.57349353
1483	14.60472439	25.57197259
1484	14.60461871	25.57140118
1485	14.60427876	25.56978789
1486	14.60326427	25.56785898
1487	14.60211422	25.56477708
1488	14.60198778	25.56418299
1489	14.60186266	25.56359466
1490	14.60192322	25.56354794
1491	14.60097706	25.5611899
1492	14.60064131	25.55908611
1493	14.5994333	25.55663675
1494	14.59913216	25.55462623
1495	14.59887858	25.55362145
1496	14.59849476	25.55228261
1497	14.59770248	25.55046559
1498	14.59679171	25.54844938
1499	14.59637542	25.54716551
1500	14.59575017	25.54537702
1501	14.59465719	25.54272371
1502	14.59350027	25.53921457
1503	14.59304878	25.53752385
1504	14.59235596	25.53626549
1505	14.59176659	25.53460591
1506	14.59168855	25.53422274
1507	14.59156599	25.53383409
1508	14.59096069	25.53144014
1509	14.59046649	25.52993219
1510	14.58936742	25.52696528
1511	14.58820185	25.52529288
1512	14.5867844	25.52283323
1513	14.58638492	25.5211004
1514	14.58601934	25.5189046
1515	14.58517599	25.51664042
1516	14.58464339	25.51372152
1517	14.58298048	25.51011641
1518	14.5826639	25.5080549
1519	14.58275168	25.50801456
1520	14.58221887	25.50690503
1521	14.58159365	25.50422377
1522	14.58111701	25.50261524
1523	14.58120263	25.50257519
1524	14.58072001	25.5008362
1525	14.58050099	25.49951215
1526	14.58031076	25.49820597
1527	14.57979022	25.49716545
1528	14.57716472	25.49364421
1529	14.57690255	25.49253954
1530	14.57600349	25.49053706
1531	14.57566303	25.48884853
1532	14.57354617	25.48577858
1533	14.5729072	25.48342348
1534	14.5724827	25.48180423
1535	14.57143903	25.47983266
1536	14.57121501	25.47852384
1537	14.57049622	25.47599315
1538	14.57011644	25.47377041
1539	14.56775629	25.46953364
1540	14.5678374	25.4694855
1541	14.56770964	25.46890438
1542	14.56738292	25.46785827
1543	14.56744432	25.46777712
1544	14.56724909	25.46709219
1545	14.56682482	25.46579581
1546	14.56617759	25.46342319
1547	14.5655896	25.46124133
1548	14.56474499	25.45906955
1549	14.56444918	25.45792527
1550	14.56354909	25.45475456
1551	14.56334657	25.45308718
1552	14.56178215	25.44967992
1553	14.56068296	25.44680827
1554	14.55977363	25.44419421
1555	14.55945681	25.44316352
1556	14.55793443	25.43984042
1557	14.55789846	25.43949522
1558	14.55796139	25.43941481
1559	14.55784547	25.43884457
1560	14.55792935	25.43880583
1561	14.55717048	25.43704638
1562	14.55687689	25.43526637
1563	14.55573198	25.43319971
1564	14.55522631	25.43032157
1565	14.55511207	25.42975653
1566	14.55487696	25.42878116
1567	14.55475593	25.42822157
1568	14.5545927	25.42736873
1569	14.55306211	25.42378533
1570	14.55258492	25.42184669
1571	14.55238467	25.42097024
1572	14.55166109	25.41921657
1573	14.55167477	25.41880821
1574	14.55016093	25.41642018
1575	14.54984982	25.41541259
1576	14.54836982	25.41301044
1577	14.54701807	25.4100181
1578	14.54631897	25.40714514
1579	14.54458287	25.40453591
1580	14.54295808	25.4023769
1581	14.54247185	25.39953326
1582	14.54145831	25.3970665
1583	14.54095375	25.39556602
1584	14.5408849	25.39494043
1585	14.53989091	25.3925261
1586	14.53758817	25.38832253
1587	14.53586529	25.38598962
1588	14.53550577	25.38494518
1589	14.53388868	25.3821859
1590	14.53321259	25.38062772
1591	14.53056834	25.37714635
1592	14.5306547	25.37710825
1593	14.53026647	25.37585983
1594	14.5287778	25.37349004
1595	14.52886223	25.37345221
1596	14.52894467	25.37341466
1597	14.52863376	25.37251259
1598	14.52870892	25.37246749
1599	14.52876305	25.37242544
1600	14.5280783	25.3696083
1601	14.52815605	25.36957154
1602	14.5277314	25.36661338
1603	14.52758271	25.36588961
1604	14.52634757	25.36336914
1605	14.52603772	25.36237765
1606	14.52573347	25.36001381
1607	14.52547147	25.35898678
1608	14.52501195	25.35798711
1609	14.52508583	25.35794297
1610	14.52406574	25.35604568
1611	14.52349685	25.3545568
1612	14.52238229	25.35261057
1613	14.52185832	25.351138
1614	14.52174977	25.35061515
1615	14.51958616	25.34797369
1616	14.5189723	25.34636723
1617	14.518681	25.34451453
1618	14.51783514	25.34265212
1619	14.51714576	25.34101717
1620	14.51670881	25.33966735
1621	14.51620293	25.33862019
1622	14.5159775	25.33735327
1623	14.51571211	25.33641145
1624	14.51558526	25.33586544
1625	14.51477177	25.33404856
1626	14.51462496	25.3333434
1627	14.51414292	25.33059957
1628	14.5134965	25.32908397
1629	14.51316387	25.32703663
1630	14.51308197	25.32666988
1631	14.51168631	25.32318206
1632	14.51043411	25.32104896
1633	14.50880215	25.3188071
1634	14.50796413	25.31603533
1635	14.50645077	25.31329386
1636	14.50638013	25.31287635
1637	14.50611463	25.31106324
1638	14.50591584	25.31045627
1639	14.50567144	25.3093283
1640	14.50574761	25.30929282
1641	14.50525969	25.30783388
1642	14.50337627	25.30523915
1643	14.50291121	25.30356091
1644	14.50108426	25.30121878
1645	14.50096355	25.30068355
1646	14.50070845	25.29966236
1647	14.49980794	25.29803934
1648	14.49957843	25.29693117
1649	14.49917531	25.29402556
1650	14.49832321	25.29254455
1651	14.49701182	25.28992738
1652	14.49638894	25.28699409
1653	14.49596551	25.28568602
1654	14.49421762	25.28340821
1655	14.49406178	25.2826739
1656	14.49357323	25.28124355
1657	14.49235918	25.27936667
1658	14.49230022	25.27883823
1659	14.49237464	25.27879561
1660	14.49127184	25.27623499
1661	14.49111667	25.27576761
1662	14.49083514	25.27342481
1663	14.49007548	25.27087653
1664	14.48979252	25.27000407
1665	14.48980371	25.26970882
1666	14.48787343	25.26701943
1667	14.48657512	25.26383211
1668	14.48537577	25.26177562
1669	14.48450968	25.25930511
1670	14.48184448	25.25573095
1671	14.48150636	25.25419545
1672	14.48107079	25.25140972
1673	14.48070018	25.24993687
1674	14.48031157	25.24708975
1675	14.48006473	25.24619747
1676	14.47856547	25.24278693
1677	14.47720392	25.23977091
1678	14.47688179	25.23859347
1679	14.47494955	25.23464039
1680	14.47466078	25.2327778
1681	14.47409224	25.23124861
1682	14.47402683	25.23097125
1683	14.4739816	25.23069999
1684	14.47284604	25.22793858
1685	14.47259277	25.22702676
1686	14.47214638	25.22589383
1687	14.47076812	25.22367839
1688	14.46976577	25.22206268
1689	14.46929283	25.21883539
1690	14.46841263	25.21648406
1691	14.46773941	25.21451149
1692	14.46718247	25.21300878
1693	14.46645176	25.21119853
1694	14.46616235	25.21012384
1695	14.4657172	25.20830644
1696	14.46411785	25.2056447
1697	14.4633059	25.2043437
1698	14.46253329	25.20244604
1699	14.46234312	25.20184782
1700	14.46127518	25.19981163
1701	14.45975504	25.19621425
1702	14.45858193	25.19381572
1703	14.45847145	25.19328724
1704	14.45810864	25.19213499
1705	14.45800039	25.19161128
1706	14.45745815	25.19013716
1707	14.45651226	25.18819251
1708	14.45629816	25.18614836
1709	14.45623858	25.18587581
1710	14.4556994	25.18353916
1711	14.45407223	25.18139888
1712	14.4524584	25.17894177
1713	14.45212044	25.17818818
1714	14.45203171	25.17793474
1715	14.45183685	25.17629674
1716	14.45120619	25.17453757
1717	14.45111669	25.17432157
1718	14.45083564	25.17321409
1719	14.44983037	25.17127482
1720	14.448784	25.16834953
1721	14.44731212	25.16582408
1722	14.44719869	25.16530453
1723	14.44659018	25.16204881
1724	14.44534974	25.15985246
1725	14.44504638	25.15790263
1726	14.44482967	25.15652385
1727	14.44457267	25.15473524
1728	14.44315635	25.15215175
1729	14.44282238	25.15116917
1730	14.44276018	25.15089935
1731	14.44207828	25.14978262
1732	14.44098444	25.14752684
1733	14.43916008	25.14458314
1734	14.4389537	25.14393186
1735	14.4389138	25.14369656
1736	14.43867611	25.14272648
1737	14.43870244	25.14256993
1738	14.43743582	25.13990474
1739	14.43663639	25.13732389
1740	14.43626181	25.13641621
1741	14.43623034	25.13618305
1742	14.43585415	25.13505634
1743	14.43480762	25.13106336
1744	14.43413597	25.12937661
1745	14.43394651	25.12879744
1746	14.4327003	25.12654179
1747	14.43258586	25.12603083
1748	14.43180769	25.12394397
1749	14.43162872	25.12337992
1750	14.43036903	25.12141787
1751	14.42996077	25.12016361
1752	14.4278083	25.11678544
1753	14.42728873	25.11565522
1754	14.42717083	25.1151501
1755	14.42658259	25.11165369
1756	14.42588775	25.11028249
1757	14.4257156	25.10972849
1758	14.4250834	25.10714042
1759	14.42490137	25.10587057
1760	14.42451236	25.10477935
1761	14.42358911	25.10254561
1762	14.42245227	25.1007506
1763	14.42190232	25.09907759
1764	14.42181291	25.09849807
1765	14.42126034	25.09681357
1766	14.42088382	25.09537194
1767	14.42033889	25.09287153
1768	14.42007377	25.09199949
1769	14.4196205	25.08993914
1770	14.4191862	25.08790068
1771	14.41834742	25.08553109
1772	14.4177051	25.08400734
1773	14.41741589	25.08289866
1774	14.41715041	25.08116135
1775	14.41540032	25.07779066
1776	14.41520149	25.07678955
1777	14.41434673	25.07499217
1778	14.41188644	25.07070274
1779	14.41145682	25.06916846
1780	14.41097948	25.06774744
1781	14.41070121	25.06586645
1782	14.41006351	25.06423162
1783	14.41007198	25.06405363
1784	14.41001394	25.0637893
1785	14.40996558	25.06354085
1786	14.40960499	25.06235357
1787	14.40784107	25.05988208
1788	14.40645223	25.05795351
1789	14.40539397	25.05594381
1790	14.40521407	25.05469046
1791	14.40423402	25.05241735
1792	14.40378412	25.05151423
1793	14.40316963	25.04988604
1794	14.40181262	25.04747942
1795	14.40057102	25.04423182
1796	14.40043159	25.04356697
1797	14.40048669	25.04339799
1798	14.39913168	25.04115954
1799	14.39779015	25.03878008
1800	14.39782095	25.03862977
1801	14.39755197	25.0368693
1802	14.39705544	25.0352734
1803	14.39699833	25.03488984
1804	14.39667169	25.03386664
1805	14.39616629	25.03243573
1806	14.39593661	25.03062847
1807	14.39421794	25.02830443
1808	14.39380961	25.02675211
1809	14.39273152	25.0247365
1810	14.39249361	25.0239007
1811	14.39186699	25.02114632
1812	14.39162435	25.01945415
1813	14.39151867	25.01896228
1814	14.39139468	25.01834113
1815	14.39096881	25.01700185
1816	14.39085986	25.01666778
1817	14.39081033	25.01642588
1818	14.3897299	25.01438282
1819	14.38718484	25.01117963
1820	14.38718315	25.01101573
1821	14.38640751	25.0100301
1822	14.38596302	25.00852532
1823	14.38470478	25.00604569
1824	14.38426049	25.00399247
1825	14.38343404	25.00172013
1826	14.38309106	25.00050973
1827	14.38264857	24.99838602
1828	14.38204596	24.9967675
1829	14.3819034	24.9962288
1830	14.3814435	24.99388455
1831	14.38149081	24.99380887
1832	14.38123217	24.99200584
1833	14.38082072	24.99002526
1834	14.3796381	24.98750117
1835	14.37939972	24.98664273
1836	14.37782979	24.98300798
1837	14.37764291	24.98238069
1838	14.3773169	24.98155868
1839	14.37686934	24.97924747
1840	14.37694311	24.97920932
1841	14.37634775	24.97676429
1842	14.37548293	24.9751065
1843	14.37506896	24.97409816
1844	14.37492785	24.97333999
1845	14.37411437	24.97155523
1846	14.37376358	24.96977489
1847	14.37282954	24.96762163
1848	14.37161386	24.96585963
1849	14.37047657	24.96282547
1850	14.37025187	24.96151646
1851	14.36969914	24.95998746
1852	14.36957813	24.95949799
1853	14.36962191	24.95942303
1854	14.36951633	24.95890118
1855	14.36863156	24.95681512
1856	14.36778855	24.95535164
1857	14.36752204	24.9535745
1858	14.36704012	24.95171501
1859	14.36671754	24.95059179
1860	14.36640549	24.94954716
1861	14.36620788	24.94869715
1862	14.36603276	24.94747946
1863	14.36477436	24.94548197
1864	14.36396351	24.94389988
1865	14.36271364	24.94140018
1866	14.36266995	24.94114166
1867	14.36238813	24.93908501
1868	14.36218008	24.93738766
1869	14.36214207	24.93713153
1870	14.36193352	24.93582755
1871	14.36198337	24.93575341
1872	14.36116096	24.93397354
1873	14.36119189	24.93377897
1874	14.36115869	24.93356288
1875	14.3605127	24.93187347
1876	14.36015586	24.92921622
1877	14.35967485	24.92772729
1878	14.35771204	24.9245628
1879	14.35545165	24.92150853
1880	14.35442023	24.9194607
1881	14.3540331	24.91858625
1882	14.35375433	24.91769253
1883	14.35353498	24.91686517
1884	14.35230508	24.91483252
1885	14.3516918	24.91339974
1886	14.35101306	24.91164737
1887	14.35097741	24.91142192
1888	14.35068669	24.91050135
1889	14.35011535	24.9092825
1890	14.34989261	24.90848561
1891	14.34974797	24.90781955
1892	14.34900354	24.90546071
1893	14.34880881	24.9047683
1894	14.34829493	24.90294253
1895	14.34809827	24.90213147
1896	14.34805557	24.90190129
1897	14.34800706	24.9016724
1898	14.34795877	24.90144534
1899	14.34728781	24.89926714
1900	14.34700474	24.89802139
1901	14.34604751	24.89506093
1902	14.34543175	24.89375866
1903	14.34522702	24.89297973
1904	14.34499059	24.89215394
1905	14.34454495	24.89082078
1906	14.34405375	24.88876583
1907	14.34344045	24.88726516
1908	14.34340065	24.88704165
1909	14.34307884	24.88518765
1910	14.34265556	24.88392605
1911	14.34226613	24.88191962
1912	14.34223259	24.88167743
1913	14.34230259	24.88164101
1914	14.34206966	24.8808813
1915	14.34171284	24.8796629
1916	14.34129152	24.87677196
1917	14.34036034	24.87460584
1918	14.34022877	24.87409528
1919	14.34000859	24.8732848
1920	14.33998611	24.87307057
1921	14.33973979	24.87134798
1922	14.33969221	24.87111593
1923	14.3396397	24.87082297
1924	14.33942153	24.86994379
1925	14.33815795	24.86770581
1926	14.33742919	24.8656163
1927	14.33699829	24.86471069
1928	14.33689407	24.86420714
1929	14.33649895	24.86229034
1930	14.33517428	24.86001903
1931	14.33524134	24.85998323
